MO,,"ALTRIA GROUP, INC.*",Equity,20180920,X,X,,,,,,,,
MOMO,,Momo Inc.*,Equity,20180920,X,X,,,,,,,,
MOS,,The Mosaic Company (HOLDING COMPANY)*,Equity,20180920,X,X,,,,,,,,
MPC,,Marathon Petroleum Corporation*,Equity,20180920,X,X,,,,,,,,
MRK,,MERCK & CO*,Equity,20180920,X,X,,,,,,,,
MRO,,MARATHON OIL CORP*,Equity,20180920,X,X,,,,,,,,
MRVL,,MARVELL TECHNOLOGY GROUP*,Equity,20180920,X,X,,,,,,,,
MS,,MORGAN STANLEY*,Equity,20180920,X,X,,,,,,,,
MSFT,,MICROSOFT CORPORATION*,Equity,20180920,X,X,,,,,,,,
MT,,Arcelor Mittal*,Equity,20180920,X,X,,,,,,,,
MU,,MICRON TECH*,Equity,20180920,X,X,,,,,,,,
MYL,,Mylan N.V.*,Equity,20180920,X,X,,,,,,,,
NAV,,Navistar International Corp.*,Equity,20180920,X,X,,,,,,,,
NBR,,Nabors Inds. Ltd. (New) Bermuda*,Equity,20180920,X,X,,,,,,,,
NE,,Noble Corporation plc*,Equity,20180920,X,X,,,,,,,,
NEM,,NEWMONT MINING CO*,Equity,20180920,X,X,,,,,,,,
NFLX,,NETFLIX INC*,Equity,20180920,X,X,,,,,,,,
NKE,,NIKE INC. CLASS B*,Equity,20180920,X,X,,,,,,,,
NKTR,,Nektar Therapeutics*,Equity,20180920,X,X,,,,,,,,
NLY,,Annaly Capital Management Inc*,Equity,20180920,X,X,,,,,,,,
NOC,,NORTHROP GRUMMAN CORP*,Equity,20180920,X,X,,,,,,,,
NOK,,NOKIA CORP*,Equity,20180920,X,X,,,,,,,,
NOV,,"National Oilwell Varco, Inc.*",Equity,20180920,X,X,,,,,,,,
NOW,,ServiceNow Inc.*,Equity,20180920,X,X,,,,,,,,
NRG, ,NRG ENERGY INC*,Equity,20180920,X,X,,,,,,,,
NSC,,NORFOLK SOUTHERN CORP*,Equity,20180920,X,X,,,,,,,,
NTAP,,Netapp Inc*,Equity,20180920,X,X,,,,,,,,
NTES,,"NetEase, Inc. American Depositary Shares*",Equity,20180920,X,X,,,,,,,,
NTR,,Nutrien Ltd.*,Equity,20180920,X,X,,,,,,,,
NUE,,NUCOR CORPORATION*,Equity,20180920,X,X,,,,,,,,
NVDA,,NVIDIA CORP.*,Equity,20180920,X,X,,,,,,,,
NXPI,,NXP Semiconductors NV*,Equity,20180920,X,X,,,,,,,,
OCLR,,"Oclaro, Inc.*",Equity,20180920,X,X,,,,,,,,
OKE,,"ONEOK, INC.*",Equity,20180920,X,X,,,,,,,,
OLED,,Uneversal Display CORP.*,Equity,20180920,X,X,,,,,,,,
OLN,,OLIN CORP.*,Equity,20180920,X,X,,,,,,,,
OPK,,"Opko Health, Inc.*",Equity,20180920,X,X,,,,,,,,
ORCL,,ORACLE SYSTEMS INC.*,Equity,20180920,X,X,,,,,,,,
OSTK,,Overstock.com Inc Del*,Equity,20180920,X,X,,,,,,,,
OXY,,OCCIDENTAL PETROLEUM*,Equity,20180920,X,X,,,,,,,,
P,,"Pandora Media, Inc.*",Equity,20180920,X,X,,,,,,,,
PAA,,"Plains All American Pipeline, L.P.*",Equity,20180920,X,X,,,,,,,,
PBR,,PETROLEO BRASILEIRO SA*,Equity,20180920,X,X,,,,,,,,
PBYI,,"Puma Biotechnology, Inc.*",Equity,20180920,X,X,,,,,,,,
PCG,,PG & E CORP*,Equity,20180920,X,X,,,,,,,,
PEP,,PEPSICO*,Equity,20180920,X,X,,,,,,,,
PNC, ,"PNC FINL SVCS GRP,INC(THE)*",Equity,20180920,X,X,,,,,,,,
PFE,,PFIZER*,Equity,20180920,X,X,,,,,,,,
PG,,PROCTER & GAMBLE*,Equity,20180920,X,X,,,,,,,,
PHM,,"Pulte Group, Inc.*",Equity,20180920,X,X,,,,,,,,
PLAY, ,Dave and Buster's Entertainment Inc.,Equity,20180920,X,X,,,,,,,,
PLCE,,"The Children's Place, Inc",Equity,20180920,X,X,,,,,,,,
PLUG,,PLUG POWER INC*,Equity,20180920,X,X,,,,,,,,
PM,,"Philip Morris International, Inc.*",Equity,20180920,X,X,,,,,,,,
PPG,,PPG Industries Inc*,Equity,20180920,X,X,,,,,,,,
PRGO,,PERRIGO COMPANY*,Equity,20180920,X,X,,,,,,,,
PSX,,Phillips 66*,Equity,20180920,X,X,,,,,,,,
PTCT,,PTC THERAPEUTICS INC.*,Equity,20180920,X,X,,,,,,,,
PXD,,PIONEER NATURAL RESOURCES COS*,Equity,20180920,X,X,,,,,,,,
PYPL,,"PayPal Holdings, Inc.*",Equity,20180920,X,X,,,,,,,,
PZZA,,PAPA JOHNS INTL INC*,Equity,20180920,X,X,,,,,,,,
QCOM,,Qualcomm Inc.*,Equity,20180920,X,X,,,,,,,,
RACE,,Ferrari N.V*,Equity,20180920,X,X,,,,,,,,
RAD,,RITE AID CORPORATION*,Equity,20180920,X,X,,,,,,,,
RCL,,"ROYAL CARIBBEAN CRUISES, LTD.*",Equity,20180920,X,X,,,,,,,,
RDS/A,,ROYAL DUTCH SHELL PLC CL A*,Equity,20180920,X,X,,,,,,,,
REGN,,REGENERON PHARMACEUTICALS*,Equity,20180920,X,X,,,,,,,,
RH,,RH*,Equity,20180920,X,X,,,,,,,,
RHT,,"RED HAT, INC.*",Equity,20180920,X,X,,,,,,,,
RIG,,Transocean Ltd*,Equity,20180920,X,X,,,,,,,,
RIOT,,Riot Blockchain Inc*,Equity,20180920,X,X,,,,,,,,
RL,,Ralph Lauren Corp.*,Equity,20180920,X,X,,,,,,,,
ROKU,,"Roku, Inc. Class A*",Equity,20180920,X,X,,,,,,,,
RRC, ,RANGE RESOURCES CORP*,Equity,20180920,X,X,,,,,,,,
RTN,,RAYTHEON CO.,Equity,20180920,X,X,,,,,,,,
S,,SPRINT CORPORATION*,Equity,20180920,X,X,,,,,,,,
SAGE,,"Sage Therapeutics, Inc.*",Equity,20180920,X,X,,,,,,,,
SBUX,,STARBUCKS CORP*,Equity,20180920,X,X,,,,,,,,
SCHW,,Charles Schwab Corp.*,Equity,20180920,X,X,,,,,,,,
SEAS, ,SeaWorld Entertainment Inc.,Equity,20180920,X,X,,,,,,,,
SDRL,,Seadrill Ltd.*,Equity,20180920,X,X,,,,,,,,
SFIX,X,Stitch Fix Inc*,Equity,20180920,X,X,,,,,,,,
SHAK,,"Shake Shack, Inc.*",Equity,20180920,X,X,,,,,,,,
SHOP,,Shopify Inc*,Equity,20180920,X,X,,,,,,,,
SHPG,,Shire PLC ADS*,Equity,20180920,X,X,,,,,,,,
SHW,,SHERWIN-WILLIAMS CO*,Equity,20180920,X,X,,,,,,,,
SIG,,SIGNET JEWELERS LIMITED*,Equity,20180920,X,X,,,,,,,,
SIRI,,Sirius XM Holdings Inc.*,Equity,20180920,X,X,,,,,,,,
SKX,,SKETCHERS USA INCORPORATED*,Equity,20180920,X,X,,,,,,,,
SLB,,SCHLUMBERGER LTD*,Equity,20180920,X,X,,,,,,,,
SNAP,,"Snap, Inc*",Equity,20180920,X,X,,,,,,,,
SNE,,SONY CORPORATION*,Equity,20180920,X,X,,,,,,,,
SODA,,SodaStream International Ltd.*,Equity,20180920,X,X,,,,,,,,
SPGI,,S&P Global Inc.*,Equity,20180920,X,X,,,,,,,,
SPLK,,"Splunk, Inc.*",Equity,20180920,X,X,,,,,,,,
SPOT,,Spotify Technology SA*,Equity,20180920,X,X,,,,,,,,
SPWR,,SunPower Corporation*,Equity,20180920,X,X,,,,,,,,
SQ,,Square Inc*,Equity,20180920,X,X,,,,,,,,
SRPT,,"Sarepta Therapeutics, Inc.*",Equity,20180920,X,X,,,,,,,,
SSYS,,STRATASYS INC.*,Equity,20180920,X,X,,,,,,,,
STMP,,STAMPS.COM INC*,Equity,20180920,X,X,,,,,,,,
STX,,SEAGATE TECH PLC (IRL)*,Equity,20180920,X,X,,,,,,,,
STZ,,CONSTELLATION BRANDS CL-A*,Equity,20180920,X,X,,,,,,,,
SU,,SUNCOR ENERGY*,Equity,20180920,X,X,,,,,,,,
SWK,,"Stanley Black & Decker, Inc.*",Equity,20180920,X,X,,,,,,,,
SWKS,,"Skyworks Solutions, Inc*",Equity,20180920,X,X,,,,,,,,
SWN,,SOUTHWESTERN ENERGY COMPANY*,Equity,20180920,X,X,,,,,,,,
SYF,,Synchrony Financial*,Equity,20180920,X,X,,,,,,,,
SYMC,,SYMANTEC CORPORATION*,Equity,20180920,X,X,,,,,,,,
SYNA, ,"Synaptics, Inc*",Equity,20180920,X,X,,,,,,,,
SYY,,SYSCO CORP*,Equity,20180920,X,X,,,,,,,,
T,,AT & T Inc*,Equity,20180920,X,X,,,,,,,,
TAP,,Molson Coors Brewing Co.*,Equity,20180920,X,X,,,,,,,,
TECK,,Teck Resources Limited*,Equity,20180920,X,X,,,,,,,,
TEVA,,TEVA PHARM. IND. INC.*,Equity,20180920,X,X,,,,,,,,
TGT,,TARGET CORPORATION*,Equity,20180920,X,X,,,,,,,,
THC,,TENET HEALTHCARE CORP*,Equity,20180920,X,X,,,,,,,,
TIF,,TIFFANY & CO.*,Equity,20180920,X,X,,,,,,,,
TLRY, ,Tilray Inc,Equity,20180920,X,X,,,,,,,,
TMUS,,"T-Mobile US, Inc.*",Equity,20180920,X,X,,,,,,,,
TNDM, ,TANDEM DIABETES CARE INC.,Equity,20180920,X,X,,,,,,,,
TOL,,TOLL BROTHERS INC*,Equity,20180920,X,X,,,,,,,,
TPR,,"Tapestry, Inc.*",Equity,20180920,X,X,,,,,,,,
TRN,,TRINITY INDUSTRIES INC.*,Equity,20180920,X,X,,,,,,,,
TROW,,T-ROWE PRICE GROUP INC*,Equity,20180920,X,X,,,,,,,,
TSCO,,TRACTOR SUPPLY COMPANY*,Equity,20180920,X,X,,,,,,,,
TSLA,,"Tesla, Inc.*",Equity,20180920,X,X,,,,,,,,
TSN,,TYSON FOODS INC*,Equity,20180920,X,X,,,,,,,,
TSRO,,"Tesaro, Inc.*",Equity,20180920,X,X,,,,,,,,
TTD, ,Trade Desk Inc.*,Equity,20180920,X,X,,,,,,,,
TTM,,Tata Motors Ltd.*,Equity,20180920,X,X,,,,,,,,
TTWO,,TAKE-TWO INTERACTIVE*,Equity,20180920,X,X,,,,,,,,
TWLO,,Twilio Inc*,Equity,20180920,X,X,,,,,,,,
TWTR,,"Twitter, Inc.*",Equity,20180920,X,X,,,,,,,,
TXN,,TEXAS INSTRUMENTS*,Equity,20180920,X,X,,,,,,,,
UA,,"Under Armor, Inc Class C*",Equity,20180920,X,X,,,,,,,,
UAA,,"Under Armor, Inc. Class A*",Equity,20180920,X,X,,,,,,,,
UAL,,"United Continental Holdings, Inc*",Equity,20180920,X,X,,,,,,,,
ULTA,,"Ulta Beauty, Inc.*",Equity,20180920,X,X,,,,,,,,
UNH,,UNITEDHEALTH GROUP INC.*,Equity,20180920,X,X,,,,,,,,
UNP,,UNION PACIFIC*,Equity,20180920,X,X,,,,,,,,
UPS,,UNITED PARCEL SERVICES*,Equity,20180920,X,X,,,,,,,,
URBN,,URBAN OUTFITTERS INC*,Equity,20180920,X,X,,,,,,,,
URI,,"UNITED RENTALS, INC.*",Equity,20180920,X,X,,,,,,,,
USB,,U.S. BANCORP*,Equity,20180920,X,X,,,,,,,,
UTX,,UNITED TECHNOLOGIES*,Equity,20180920,X,X,,,,,,,,
V,,Visa Inc.*,Equity,20180920,X,X,,,,,,,,
VALE,,Vale  S.A.*,Equity,20180920,X,X,,,,,,,,
VFC,,V. F. CORPORATION*,Equity,20180920,X,X,,,,,,,,
VIAB,,Viacom Inc.  CL B (new)*,Equity,20180920,X,X,,,,,,,,
VIPS,,Vipshop Holdings Limited*,Equity,20180920,X,X,,,,,,,,
VLO,,VALERO ENERGY CORP.*,Equity,20180920,X,X,,,,,,,,
VMW,,VMware Inc.*,Equity,20180920,X,X,,,,,,,,
VNET,,21Vianet Group Inc*,Equity,20180920,X,X,,,,,,,,
VOD,,VODAFONE GROUP PLC*,Equity,20180920,X,X,,,,,,,,
VRTX,,"VERTEX PHARMCTLS, INC.*",Equity,20180920,X,X,,,,,,,,
VZ,,VERIZON COMM*,Equity,20180920,X,X,,,,,,,,
W,,Wayfair Inc*,Equity,20180920,X,X,,,,,,,,
WB,,Weibo Corporation*,Equity,20180920,X,X,,,,,,,,
WBA,,"Walgreens Boots Alliance, Inc.*",Equity,20180920,X,X,,,,,,,,
WDAY,,"Workday, Inc.*",Equity,20180920,X,X,,,,,,,,
WDC,,WESTERN DIGITAL CORP*,Equity,20180920,X,X,,,,,,,,
WFC,,WELLS FARGO & CO*,Equity,20180920,X,X,,,,,,,,
WFT,,Weatherford International plc*,Equity,20180920,X,X,,,,,,,,
WHR,,WHIRLPOOL CORPORATION*,Equity,20180920,X,X,,,,,,,,
WLL,,Whiting Petroleum Corp.*,Equity,20180920,X,X,,,,,,,,
WMB,,WILLIAMS COMPANIES*,Equity,20180920,X,X,,,,,,,,
WMT,,"WAL-MART STORES, INC.*",Equity,20180920,X,X,,,,,,,,
WPM,,Wheaton Precious Metals Corporation*,Equity,20180920,X,X,,,,,,,,
WTW,,"WEIGHT WATCHERS INTL., INC.*",Equity,20180920,X,X,,,,,,,,
WY,,WEYERHAEUSER CO*,Equity,20180920,X,X,,,,,,,,
WYNN,,"WYNN RESORTS, LIMITED*",Equity,20180920,X,X,,,,,,,,
X,,UNITED STATES STEEL*,Equity,20180920,X,X,,,,,,,,
XLNX,,XILINX INC*,Equity,20180920,X,X,,,,,,,,
XNET,,Xunlei Limited*,Equity,20180920,X,X,,,,,,,,
XOM,,EXXON MOBIL CORP*,Equity,20180920,X,X,,,,,,,,
YELP,,Yelp Inc*,Equity,20180920,X,X,,,,,,,,
YPF,,YPF S.A.*,Equity,20180920,X,X,,,,,,,,
YUM,,"YUM BRANDS, INC.*",Equity,20180920,X,X,,,,,,,,
YY,,YY Inc*,Equity,20180920,X,X,,,,,,,,
Z,,"Zillow Group, Inc.*",Equity,20180920,X,X,,,,,,,,
ZNGA,,Zynga Inc.*,Equity,20180920,X,X,,,,,,,,
ZTS,,Zoetis Inc.*,Equity,20180920,X,X,,,,,,,,
